# Stoikov Micro-Price Bot

Step,SMP Inventory,SMP PnL
940,0,0
945,0,0
950,0,0
955,0,0
960,0,0
965,0,0
970,0,0
975,0,0
980,0,0
985,0,0
990,0,0
995,0,0
1000,0,0
1005,0,0
1010,0,0
1015,0,0
1020,0,0
1025,0,0
1030,0,0
1035,0,0
1040,0,0
1045,0,0
1050,0,0
1055,0,0
1060,0,0
1065,0,0
1070,0,0
1075,0,0
1080,0,0
1085,0,0
1090,0,0
1095,0,0
1100,0,0
1105,0,0
1110,0,0
1115,0,0
1120,0,0
1125,0,0
1130,0,0
1135,0,0
1140,0,0
1145,0,0
1150,0,0
1155,0,0
1160,0,0
1165,0,0
1170,0,0
1175,0,0
1180,0,0
1185,0,0
1190,0,0
1195,0,0
1200,0,0
1205,0,0
1210,0,0
1215,0,0
1220,0,0
1225,0,0
1230,0,0
1235,0,0
1240,0,0
1245,0,0
1250,0,0
1255,0,0
1260,0,0
1265,0,0
1270,0,0
1275,0,0
1280,0,0
1285,0,0
1290,0,0
1295,0,0
1300,0,0
1305,0,0
1310,0,0
1315,0,0
1320,0,0
1325,0,0
1330,0,0
1335,0,0
1340,0,0
1345,0,0
1350,0,0
1355,0,0
1360,0,0
1365,0,0
1370,0,0
1375,0,0
1380,0,0
1385,0,0
1390,0,0
1395,0,0
1400,0,0
1405,0,0
1410,0,0
1415,0,0
1420,0,0
1425,0,0
1430,0,0
1435,0,0
1440,0,0
1445,0,0
1450,0,0
1455,0,0
1460,0,0
1465,0,0
1470,0,0
1475,0,0
1480,0,0
1485,0,0
1490,0,0
1495,0,0
1500,0,0
1505,0,0
1510,0,0
1515,0,0
1520,0,0
1525,0,0
1530,0,0
1535,0,0
1540,0,0
1545,0,0
1550,0,0
1555,0,0
1560,0,0
1565,0,0
1570,0,0
1575,0,0
1580,0,0
1585,0,0
1590,0,0
1595,0,0
1600,0,0
1605,0,0
1610,0,0
1615,0,0
1620,0,0
1625,0,0
1630,0,0
1635,0,0
1640,0,0
1645,0,0
1650,0,0
1655,0,0
1660,0,0
1665,0,0
1670,0,0
1675,0,0
1680,0,0
1685,0,0
1690,0,0
1695,0,0
1700,0,0
1705,0,0
1710,0,0
1715,0,0
1720,0,0
1725,0,0
1730,0,0
1735,0,0
1740,0,0
1745,0,0
1750,0,0
1755,0,0
1760,0,0
1765,0,0
1770,0,0
1775,0,0
1780,0,0
1785,0,0
1790,0,0
1795,0,0
1800,0,0
1805,0,0
1810,0,0
1815,0,0
1820,0,0
1825,0,0
1830,0,0
1835,0,0
1840,0,0
1845,0,0
1850,0,0
1855,0,0
1860,0,0
1865,0,0
1870,0,0
1875,0,0
1880,0,0
1885,0,0
1890,0,0
1895,0,0
1900,0,0
1905,0,0
1910,0,0
1915,0,0
1920,0,0
1925,0,0
1930,0,0
1935,0,0
1940,0,0
1945,0,0
1950,0,0
1955,0,0
1960,0,0
1965,0,0
1970,0,0
1975,0,0
1980,0,0
1985,0,0
1990,0,0
1995,0,0
2000,0,0
2005,0,0
2010,0,0
2015,0,0
2020,0,0
2025,0,0
2030,0,0
2035,0,0
2040,0,0
2045,0,0
2050,0,0
2055,0,0
2060,0,0
2065,0,0
2070,0,0
2075,0,0
2080,0,0
2085,0,0
2090,0,0
2095,0,0
2100,0,0
2105,0,0
2110,0,0
2115,0,0
2120,0,0
2125,0,0
2130,0,0
2135,0,0
2140,0,0
2145,0,0
2150,0,0
2155,0,0
2160,0,0
2165,0,0
2170,0,0
2175,0,0
2180,0,0
2185,0,0
2190,0,0
2195,0,0
2200,0,0
2205,0,0
2210,0,0
2215,0,0
2220,0,0
2225,0,0
2230,0,0
2235,0,0
2240,0,0
2245,0,0
2250,0,0
2255,0,0
2260,0,0
2265,0,0
2270,0,0
2275,0,0
2280,0,0
2285,0,0
2290,0,0
2295,0,0
2300,0,0
2305,0,0
2310,0,0
2315,0,0
2320,0,0
2325,0,0
2330,0,0
2335,0,0
2340,0,0
2345,0,0
2350,0,0
2355,0,0
2360,0,0
2365,0,0
2370,0,0
2375,0,0
2380,0,0
2385,0,0
2390,0,0
2395,0,0
2400,0,0
2405,0,0
2410,0,0
2415,0,0
2420,0,0
2425,0,0
2430,0,0
2435,0,0
2440,0,0
2445,0,0
2450,0,0
2455,0,0
2460,0,0
2465,0,0
2470,0,0
2475,0,0
2480,0,0
2485,0,0
2490,0,0
2495,0,0
2500,0,0
2505,0,0
2510,0,0
2515,0,0
2520,0,0
2525,0,0
2530,0,0
2535,0,0
2540,0,0
2545,0,0
2550,0,0
2555,0,0
2560,0,0
2565,0,0
2570,0,0
2575,0,0
2580,0,0
2585,0,0
2590,0,0
2595,0,0
2600,0,0
2605,0,0
2610,0,0
2615,0,0
2620,0,0
2625,0,0
2630,0,0
2635,0,0
2640,0,0
2645,0,0
2650,0,0
2655,0,0
2660,0,0
2665,0,0
2670,0,0
2675,0,0
2680,0,0
2685,0,0
2690,0,0
2695,0,0
2700,0,0
2705,0,0
2710,0,0
2715,0,0
2720,0,0
2725,0,0
2730,0,0
2735,0,0
2740,0,0
2745,0,0
2750,0,0
2755,0,0
2760,0,0
2765,0,0
2770,0,0
2775,0,0
2780,0,0
2785,0,0
2790,0,0
2795,0,0
2800,0,0
2805,0,0
2810,0,0
2815,0,0
2820,0,0
2825,0,0
2830,0,0
2835,0,0
2840,0,0
2845,0,0
2850,0,0
2855,0,0
2860,0,0
2865,0,0
2870,0,0
2875,0,0
2880,0,0
2885,0,0
2890,0,0
2895,0,0
2900,0,0
2905,0,0
2910,0,0
2915,0,0
2920,0,0
2925,0,0
2930,0,0
2935,0,0
2940,0,0
2945,0,0
2950,0,0
2955,0,0
2960,0,0
2965,0,0
2970,0,0
2975,0,0
2980,0,0
2985,0,0
2990,0,0
2995,0,0
3000,0,0
3005,0,0
3010,0,0
3015,0,0
3020,0,0
3025,0,0
3030,0,0
3035,0,0
3040,0,0
3045,0,0
3050,0,0
3055,0,0
3060,0,0
3065,0,0
3070,0,0
3075,0,0
3080,0,0
3085,0,0
3090,0,0
3095,0,0
3100,0,0
3105,0,0
3110,0,0
3115,0,0
3120,0,0
3125,0,0
3130,0,0
3135,0,0
3140,0,0
3145,0,0
3150,0,0
3155,0,0
3160,0,0
3165,0,0
3170,-10,2.6
3175,-10,2.6
3180,-10,2.55
3185,0,5.3
3190,0,5.3
3195,0,5.3
3200,-20,10.7
3205,-20,10.7
3210,-20,7.8
3215,-20,7.1
3220,-20,7.1
3225,-20,7.1
3230,-20,7
3235,-20,6.8
3240,-20,6.8
3245,-20,7.1
3250,-20,7.1
3255,-20,7.1
3260,-20,7.3
3265,-20,7.5
3270,-20,7.6
3275,-20,7.6
3280,-20,8.1
3285,-20,8.1
3290,-20,8
3295,-20,8.3
3300,-20,8.8
3305,-20,8.5
3310,-20,9.6
3315,-20,8.7
3320,-20,10.2
3325,-20,10.2
3330,-20,10.2
3335,-20,10.2
3340,-20,10.2
3345,-20,10.2
3350,-20,9.2
3355,-20,9.8
3360,-20,9.8
3365,-20,9.8
3370,-20,9.6
3375,-20,9.6
3380,-20,9.5
3385,-20,9.3
3390,-20,9.3
3395,-20,9.3
3400,-20,9.3
3405,-20,9.2
3410,-20,9.4
3415,-20,7.8
3420,-20,7.7
3425,-20,7.7
3430,-20,7.6
3435,-20,7.7
3440,-20,7.7
3445,-20,7.7
3450,-20,7.3
3455,-20,7.2
3460,-20,7
3465,-20,6.9
3470,-20,6.8
3475,-20,6.8
3480,-20,6.9
3485,-20,8.5
3490,-20,6.6
3495,-20,6.2
3500,-20,6.1
3505,-20,6.1
3510,-20,6.6
3515,-20,6.6
3520,-20,6.6
3525,-20,6.6
3530,-20,6.6
3535,-20,6.6
3540,-20,5.9
3545,-20,6.4
3550,-20,6.4
3555,-20,6.5
3560,-20,6.2
3565,-20,6.1
3570,-20,6
3575,-20,6.1
3580,-20,6.4
3585,-20,6.6
3590,-20,6.8
3595,-20,7.2
3600,-20,7.3
3605,-20,7.3
3610,-20,7.1
3615,-20,7.1
3620,-20,7.2
3625,-20,7.2
3630,-20,7.2
3635,-20,7.1
3640,-20,7.1
3645,-20,7.1
3650,-20,7.2
3655,-20,7.2
3660,-20,7.2
3665,-20,7.1
3670,-20,7.1
3675,-20,6.5
3680,-20,6.5
3685,-20,6.4
3690,-20,6.1
3695,-20,5.9
3700,-20,5.6
3705,-20,5.6
3710,-20,5.6
3715,-20,5.7
3720,-20,5.6
3725,-20,5.5
3730,-20,5.5
3735,-20,5.5
3740,-20,5.4
3745,-20,5.3
3750,-20,5
3755,-20,4.6
3760,-20,4.6
3765,-20,4.6
3770,-20,4.6
3775,-20,4.5
3780,-20,4.5
3785,-20,4.5
3790,-20,4.5
3795,-20,4.7
3800,-20,4.7
3805,-20,4.7
3810,-20,4.6
3815,-20,4.6
3820,-20,4.6
3825,-20,4.6
3830,-20,4.9
3835,-20,4.5
3840,-20,4.2
3845,-20,4.2
3850,-20,4.2
3855,-20,4.2
3860,-20,4.5
3865,-20,4.5
3870,-20,4.5
3875,-20,4.5
3880,-20,4.5
3885,-20,4.5
3890,-20,4.6
3895,-20,5.3
3900,-20,5
3905,-20,5
3910,-20,5.3
3915,-20,5.3
3920,-20,5.3
3925,-20,5.3
3930,-20,5.3
3935,-20,5
3940,-20,4.9
3945,-20,4.9
3950,-20,4.9
3955,-20,4.9
3960,-20,5
3965,-20,5
3970,-20,5
3975,-20,4.8
3980,-20,4.5
3985,-20,4.4
3990,-20,4
3995,-20,4
4000,-20,4
4005,-20,3.9
4010,-20,3.9
4015,-20,3.8
4020,-20,3.9
4025,-20,3.9
4030,-20,4.2
4035,-20,4.3
4040,-20,4.7
4045,-20,4.9
4050,-20,5.3
4055,-20,5.4
4060,-20,5.4
4065,-20,5.2
4070,-20,5.2
4075,-20,5.4
4080,-20,5.7
4085,-20,6
4090,-20,6
4095,-20,5.9
4100,-20,6.2
4105,-20,6.2
4110,-20,6.2
4115,-20,6.3
4120,-20,6.4
4125,-20,6.4
4130,-20,6.4
4135,-20,6.5
4140,-20,6.8
4145,-20,6.8
4150,-20,6.3
4155,-20,6.7
4160,-20,6.5
4165,-20,6.7
4170,-20,6.7
4175,-20,6.8
4180,-20,6.8
4185,-20,6.8
4190,-20,6.6
4195,-20,6.9
4200,-20,6.2
4205,-20,6.3
4210,-20,6.3
4215,-20,6.5
4220,-20,6.5
4225,-20,6.5
4230,-20,6.5
4235,-20,6.4
4240,-20,6.4
4245,-20,6.5
4250,-20,6.5
4255,-20,6.7
4260,-20,6.8
4265,-20,7.2
4270,-20,7.2
4275,-20,7.2
4280,-20,7.2
4285,-20,7.2
4290,-20,7.2
4295,-20,7.2
4300,-20,7.2
4305,-20,7.2
4310,-20,7.2
4315,-20,7.2
4320,-20,7.2
4325,-20,7.3
4330,-20,7.2
4335,-20,7.3
4340,-20,7.3
4345,-20,7.4
4350,-20,7.4
4355,-20,7.5
4360,-20,7.2
4365,-20,7.2
4370,-20,7.3
4375,-20,7.3
4380,-20,7.4
4385,-20,7.4
4390,-20,8.3
4395,-20,8.4
4400,-20,8.3
4405,-20,8.3
4410,-20,8.5
4415,-20,8.5
4420,-20,7.5
4425,-20,7.5
4430,-20,7.5
4435,-20,9
4440,-20,9
4445,-20,9
4450,-20,8.9
4455,-20,7.6
4460,-20,7.6
4465,-20,7.5
4470,-20,7.5
4475,-20,7.6
4480,-20,7.6
4485,-20,7.6
4490,-20,9.3
4495,-20,7.6
4500,-20,7.6
4505,-20,7.6
4510,-20,7.7
4515,-20,7.7
4520,-20,7.7
4525,-20,7.7
4530,-20,7.7
4535,-20,7.7
4540,-20,7.8
4545,-20,7.7
4550,-20,7.7
4555,-20,7.8
4560,-20,7.7
4565,-20,7.7
4570,-20,7.7
4575,-20,7.8
4580,-20,7.8
4585,-20,7.9
4590,-20,7.9
4595,-20,8
4600,-20,8
4605,-20,8
4610,-20,8
4615,-20,8.1
4620,-20,8.1
4625,-20,8.1
4630,-20,8.2
4635,-20,8.2
4640,-20,8.2
4645,-20,8.2
4650,-20,8.3
4655,-20,8.3
4660,-20,8.2
4665,-20,8.2
4670,-20,8.1
4675,-20,8.1
4680,-20,8.2
4685,-20,8.2
4690,-20,8.3
4695,-20,8.3
4700,-20,8.2
4705,-20,8.3
4710,-20,8.3
4715,-20,8.4
4720,-20,8.4
4725,-20,8.4
4730,-20,8.5
4735,-20,8.5
4740,-20,8.5
4745,-20,8.6
4750,-20,8.6
4755,-20,8.7
4760,-20,8.7
4765,-20,8.7
4770,-20,8.7
4775,-20,8.8
4780,-20,8.8
4785,-20,8.9
4790,-20,8.9
4795,-20,9
4800,-20,9
4805,-20,9.1
4810,-20,9.1
4815,-20,9.1
4820,-20,9.1
4825,-20,9.2
4830,-20,9.2
4835,-20,9.2
4840,-20,9.3
4845,-20,9.3
4850,-20,14
4855,-20,13.6
4860,-20,9.3
4865,-20,12.7
4870,-20,13.9
4875,-20,14
4880,-20,14
4885,-20,14.3
4890,-20,14.3
4895,-20,14.3
4900,-20,13.8
4905,-20,14.1
4910,-20,14.1
4915,-20,14.1
4920,-20,14.2
4925,-20,14.2
4930,-20,14.4
4935,-20,14.4
4940,-20,14.6
4945,-20,14.6
4950,-20,14.6
4955,-20,14.4
4960,-20,14.4
4965,-20,14.4
4970,-20,14.4
4975,-20,14.3
4980,-20,14.4
4985,-20,14.5
4990,-20,14.5
4995,-20,14.4
5000,-20,14.3
5005,-20,14.3
5010,-20,14.3
5015,-20,14.3
5020,-20,14.3
5025,-20,14.2
5030,-20,13.5
5035,-20,13.5
5040,-20,13.7
5045,-20,14.1
5050,-20,13.1
5055,-20,13.1
5060,-20,13
5065,-20,12.9
5070,-20,12.8
5075,-20,12.8
5080,-20,12.8
5085,-20,12
5090,-20,12
5095,-20,12
5100,-20,11.9
5105,-20,12
5110,-20,12
5115,-20,12.1
5120,-20,12
5125,-20,9.8
5130,-20,9.6
5135,-20,9.2
5140,-20,9.2
5145,-20,9.1
5150,-20,9.1
5155,-20,9.1
5160,-20,8.4
5165,-20,8.4
5170,-20,8.5
5175,-20,8.1
5180,-20,8.1
5185,-20,8.1
5190,-20,8.2
5195,-20,8.2
5200,-20,8.2
5205,-20,8.2
5210,-20,8.2
5215,-20,7.5
5220,-20,7.6
5225,-20,7.6
5230,-20,7.8
5235,-20,7.8
5240,-20,7.9
5245,-20,8.2
5250,-20,8.2
5255,-20,8.7
5260,-20,9.1
5265,-20,8.7
5270,-20,8.6
5275,-20,8.6
5280,-20,8.4
5285,-20,8.4
5290,-20,8.5
5295,-20,9
5300,-20,9
5305,-20,9
5310,-20,9
5315,-20,9
5320,-20,9
5325,-20,9
5330,-20,8.8
5335,-20,8.8
5340,-20,8.7
5345,-20,8.7
5350,-20,8.7
5355,-20,8.7
5360,-20,8.7
5365,-20,8.7
5370,-20,8.7
5375,-20,8.7
5380,-20,8.6
5385,-20,8.6
5390,-20,8.6
5395,-20,8.5
5400,-20,9.5
5405,-20,8.6
5410,-20,9.5
5415,-20,9.8
5420,-20,9.8
5425,-20,9.9
5430,-20,9.9
5435,-20,9.8
5440,-20,9.8
5445,-20,9.5
5450,-20,9.5
5455,-20,9.5
5460,-20,9.5
5465,-20,10.2
5470,-20,10.2
5475,-20,10.2
5480,-20,10.3
5485,-20,10.3
5490,-20,10.3
5495,-20,10
5500,-20,10
5505,-20,10.1
5510,-20,10.1
5515,-20,10.1
5520,-20,10.1
5525,-20,10.1
5530,-20,9.5
5535,-20,9.5
5540,-20,9.5
5545,-20,9.5
5550,-20,9.5
5555,-20,9.5
5560,-20,9.2
5565,-20,9.1
5570,-20,9.6
5575,-20,9.7
5580,-20,9.5
5585,-20,9.2
5590,-20,9.1
5595,-20,8.7
5600,-20,8.7
5605,-20,8.7
5610,-20,8.7
5615,-20,9.1
5620,-20,9
5625,-20,9
5630,-20,9
5635,-20,9.9
5640,-20,10
5645,-20,10.3
5650,-20,10.4
5655,-20,10.4
5660,-20,10.5
5665,-20,10.5
5670,-20,10.5
5675,-20,10.5
5680,-20,10.2
5685,-20,10.2
5690,-20,9.9
5695,-20,9.9
5700,-20,9.9
5705,-20,9.9
5710,-20,9.8
5715,-20,9.8
5720,-20,9.8
5725,-20,9.8
5730,-20,9.9
5735,-20,9.6
5740,-20,9.7
5745,-20,9.7
5750,-20,9.7
5755,-20,9.7
5760,-20,9.7
5765,-20,9.8
5770,-20,9.8
5775,-20,9.7
5780,-20,9.7
5785,-20,9.7
5790,-20,9.7
5795,-20,9.6
5800,-20,9.5
5805,-20,9.4
5810,-20,9.4
5815,-20,9.3
5820,-20,9.3
5825,-20,9.4
5830,-20,9.4
5835,-20,9.4
5840,-20,9.4
5845,-20,9.4
5850,-20,9.5
5855,-20,9.6
5860,-20,9.8
5865,-20,9.8
5870,-20,12.6
5875,-20,12.7
5880,-20,13.2
5885,-20,13.2
5890,-20,13.2
5895,-20,13.2
5900,-20,13.2
5905,-20,13.2
5910,-20,13.2
5915,-20,13
5920,-20,13
5925,-20,12.9
5930,-20,12.9
5935,-20,12.4
5940,-20,12.4
5945,-20,12.3
5950,-20,12.3
5955,-20,12.3
5960,-20,12.1
5965,-20,11.8
5970,-20,11.8
5975,-20,11.8
5980,-20,11.8
5985,-20,11.8
5990,-20,11.8
5995,-20,11.4
6000,-20,11.3
6005,-20,11.2
6010,-20,11.3
6015,-20,11.3
6020,-20,11.3
6025,-20,11.3
6030,-20,11.3
6035,-20,11.2
6040,-20,11
6045,-20,11.1
6050,-20,11.2
6055,-20,11.1
6060,-20,11.2
6065,-20,11.2
6070,-20,11.5
6075,-20,11.5
6080,-20,11.4
6085,-20,11.4
6090,-20,11.4
6095,-20,11.4
6100,-20,11.4
6105,-20,11.6
6110,-20,11.3
6115,-20,11.3
6120,-20,10.6
6125,-20,10.6
6130,-20,10.7
6135,-20,10.7
6140,-20,11
6145,-20,10.4
6150,-20,10.4
6155,-20,10.4
6160,-20,10.4
6165,-20,10.4
6170,-20,10.4
6175,-20,11.3
6180,-20,11.4
6185,-20,11.5
6190,-20,11.8
6195,-20,11.9
6200,-20,11.9
6205,-20,11.9
6210,-20,12
6215,-20,12.1
6220,-20,12
6225,-20,12.3
6230,-20,12.5
6235,-20,11.9
6240,-20,12.6
6245,-20,12.6
6250,-20,12.7
6255,-20,12.9
6260,-20,12.9
6265,-20,12.8
6270,-20,12.7
6275,-20,12.7
6280,-20,12
6285,-20,12.9
6290,-20,12.9
6295,-20,12.9
6300,-20,12.9
6305,-20,12.9
6310,-20,12.7
6315,-20,12.8
6320,-20,12.8
6325,-20,12.3
6330,-20,12.4
6335,-20,12.4
6340,-20,12.4
6345,-20,12.8
6350,-20,12.8
6355,-20,13.4
6360,-20,13.4
6365,-20,13.2
6370,-20,13.2
6375,-20,13.3
6380,-20,13.3
6385,-20,13.3
6390,-20,13.3
6395,-20,13.3
6400,-20,13.4
6405,-20,13.4
6410,-20,13.4
6415,-20,13.4
6420,-20,13.4
6425,-20,13.4
6430,-20,13.3
6435,-20,13.2
6440,-20,13.2
6445,-20,13.2
6450,-20,13.5
6455,-20,13.2
6460,-20,13.6
6465,-20,13.6
6470,-20,13.3
6475,-20,13.3
6480,-20,13.3
6485,-20,13.3
6490,-20,13.2
6495,-20,13.2
6500,-20,13.2
6505,-20,13.2
6510,-20,13.3
6515,-20,13.3
6520,-20,14
6525,-20,14
6530,-20,13.2
6535,-20,13.1
6540,-20,13.2
6545,-20,13.2
6550,-20,13.1
6555,-20,13.1
6560,-20,13.1
6565,-20,13.1
6570,-20,13.1
6575,-20,13.1
6580,-20,13.2
6585,-20,13.2
6590,-20,13.3
6595,-20,13.3
6600,-20,13.3
6605,-20,13.4
6610,-20,13.4
6615,-20,13.5
6620,-20,13.5
6625,-20,13.5
6630,-20,13.5
6635,-20,13.4
6640,-20,13.4
6645,-20,13.5
6650,-20,13.5
6655,-20,13.6
6660,-20,13.6
6665,-20,13.6
6670,-20,13.6
6675,-20,13.6
6680,-20,13.7
6685,-20,13.7
6690,-20,13.7
6695,-20,13.8
6700,-20,13.8
6705,-20,13.8
6710,-20,13.8
6715,-20,13.9
6720,-20,13.9
6725,-20,13.8
6730,-20,13.8
6735,-20,13.8
6740,-20,13.9
6745,-20,13.9
6750,-20,13.8
6755,-20,13.8
6760,-20,13.9
6765,-20,13.9
6770,-20,13.9
6775,-20,13.9
6780,-20,13.9
6785,-20,13.9
6790,-20,14
6795,-20,14
6800,-20,14
6805,-20,14
6810,-20,14
6815,-20,14
6820,-20,14
6825,-20,15.9
6830,-20,16.6
6835,-20,16.6
6840,-20,16.6
6845,-20,16.6
6850,-20,16.6
6855,-20,16.4
6860,-20,16.4
6865,-20,16.2
6870,-20,16.2
6875,-20,16.2
6880,-20,16.2
6885,-20,16.1
6890,-20,16.1
6895,-20,16.5
6900,-20,16
6905,-20,15.9
6910,-20,15.9
6915,-20,15.9
6920,-20,16
6925,-20,16
6930,-20,16
6935,-20,16
6940,-20,16
6945,-20,15.9
6950,-20,15.9
6955,-20,15.9
6960,-20,15.9
6965,-20,15.6
6970,-20,15.6
6975,-20,14.6
6980,-20,14.4
6985,-20,14.4
6990,-20,14
6995,-20,14.2
7000,-20,14.3
7005,-20,14.4
7010,-20,14.3
7015,-20,13.8
7020,-20,13.7
7025,-20,13.7
7030,-20,13.7
7035,-20,13.6
7040,-20,13.9
7045,-20,13.2
7050,-20,13.2
7055,-20,14.1
7060,-20,14.1
7065,-20,14.4
7070,-20,14.4
7075,-20,14.7
7080,-20,14.9
7085,-20,14.9
7090,-20,15.2
7095,-20,15.2
7100,-20,15.2
7105,-20,14.6
7110,-20,14.6
7115,-20,14.1
7120,-20,14.1
7125,-20,14
7130,-20,13.8
7135,-20,13.7
7140,-20,13.7
7145,-20,13.6
7150,-20,13.5
7155,-20,13.5
7160,-20,13.5
7165,-20,13.5
7170,-20,13.5
7175,-20,13.5
7180,-20,13.5
7185,-20,13.5
7190,-20,13.5
7195,-20,13.2
7200,-20,13
7205,-20,13
7210,-20,13
7215,-20,13
7220,-20,13
7225,-20,12
7230,-20,12
7235,-20,12
7240,-20,12
7245,-20,12
7250,-20,12
7255,-20,12
7260,-20,12
7265,-20,12
7270,-20,12.4
7275,-20,12.4
7280,-20,12.2
7285,-20,12.1
7290,-20,12.5
7295,-20,12.3
7300,-20,12.3
7305,-20,12.9
7310,-20,12.9
7315,-20,12.9
7320,-20,12.9
7325,-20,12.9
7330,-20,13.1
7335,-20,13.1
7340,-20,13.2
7345,-20,13.3
7350,-20,13.3
7355,-20,13.4
7360,-20,13.4
7365,-20,13.4
7370,-20,13.4
7375,-20,13.3
7380,-20,13.2
7385,-20,13.2
7390,-20,13.2
7395,-20,13.2
7400,-20,13.2
7405,-20,13.1
7410,-20,13.1
7415,-20,13.3
7420,-20,13.8
7425,-20,13.9
7430,-20,14
7435,-20,14.1
7440,-20,14.1
7445,-20,14.1
7450,-20,14.1
7455,-20,14.1
7460,-20,14.1
7465,-20,14.1
7470,-20,14
7475,-20,14
7480,-20,14.1
7485,-20,14.1
7490,-20,14.1
7495,-20,14.1
7500,-20,14.1
7505,-20,14.1
7510,-20,14.1
7515,-20,14.2
7520,-20,14.2
7525,-20,14.2
7530,-20,14.2
7535,-20,14.2
7540,-20,14.2
7545,-20,14.2
7550,-20,14.2
7555,-20,14.3
7560,-20,14.3
7565,-20,14.3
7570,-20,14.3
7575,-20,14.3
7580,-20,14.3
7585,-20,14.2
7590,-20,14.2
7595,-20,14.3
7600,-20,14.3
7605,-20,14.3
7610,-20,14.3
7615,-20,14.3
7620,-20,14.3
7625,-20,14.3
7630,-20,17.5
7635,-20,17.5
7640,-20,17.5
7645,-20,17.6
7650,-20,17.6
7655,-20,17.6
7660,-20,17.6
7665,-20,17.5
7670,-20,17.6
7675,-20,17.6
7680,-20,17.6
7685,-20,14.4
7690,-20,14.4
7695,-20,14.4
7700,-20,14.4
7705,-20,17.9
7710,-20,17.2
7715,-20,17.2
7720,-20,16.6
7725,-20,16
7730,-20,15.4
7735,-20,15.4
7740,-20,15.4
7745,-20,15.1
7750,-20,15.1
7755,-20,15.1
7760,-20,15.7
7765,-20,15.7
7770,-20,15.7
7775,-20,15.7
7780,-20,15.2
7785,-20,15.2
7790,-20,15.2
7795,-20,14.9
7800,-20,15.6
7805,-20,15.2
7810,-20,15
7815,-20,14.8
7820,-20,14.7
7825,-20,14.7
7830,-20,14.9
7835,-20,14.8
7840,-20,14.7
7845,-20,14.5
7850,-20,14.7
7855,-20,14.3
7860,-20,13.4
7865,-20,13.3
7870,-20,13.3
7875,-20,13.3
7880,-20,13.4
7885,-20,13.4
7890,-20,13.4
7895,-20,13.4
7900,-20,13.4
7905,-20,13.7
7910,-20,13.7
7915,-20,13.7
7920,-20,13.9
7925,-20,13.9
7930,-20,14
7935,-20,14
7940,-20,15.5
7945,-20,15.4
7950,-20,15.6
7955,-20,15.6
7960,-20,15.7
7965,-20,15.7
7970,-20,15.7
7975,-20,15.8
7980,-20,15.8
7985,-20,15.8
7990,-20,15.8
7995,-20,15.8
8000,-20,15.8
8005,-20,15.8
8010,-20,15.5
8015,-20,15.4
8020,-20,14.3
8025,-20,14.3
8030,-20,13.6
8035,-20,13.5
8040,-20,12.4
8045,-20,12.4
8050,-20,12.4
8055,-20,12.4
8060,-20,12.4
8065,-20,12.4
8070,-20,12.4
8075,-20,12.3
8080,-20,12.3
8085,-20,12.3
8090,-20,12.3
8095,-20,12.5
8100,-20,12.5
8105,-20,12.4
